AddressRowidObject,       ParentId      ,       AddressLastModifiedTimestamp    ,       AddressTypeCode ,       AddressPreferenceTypeCode       ,       AddressLine1,AddressLine2    ,       City    ,       State   ,       PostalCode,       SoftDeleteIndicator     ,       SoftDeleteTimestamp
48,322,2014-10-06T02:51:42Z,MAIL,,38 Lake View Circle,,Boise,ID,83757,,
49,505,2014-07-30T08:24:15Z,MAIL,,987 Commercial Park,,Portland,OR,97229,,
50,212,2014-02-12T11:29:37Z,MAIL,,87 Oxford Lane,,Boise,ID,83705,,
51,135,2014-12-13T05:11:15Z,MAIL,,11 Shopko Avenue,,Fort Worth,TX,76198,,
52,64,2014-04-26T04:48:43Z,MAIL,,50817 Rutledge Street,,Santa Barbara,CA,93106,,
53,452,2014-04-02T07:35:04Z,MAIL,,9 Garrison Crossing,,Lawrenceville,GA,30045,,
54,649,2014-02-01T18:42:05Z,RES,,04 Northview Crossing,,Santa Cruz,CA,95064,,
55,297,2014-02-02T22:04:26Z,MAIL,,36 Comanche Center,,Minneapolis,MN,55446,,
56,176,2014-03-08T02:20:37Z,RES,,66 Spohn Junction,,Washington,DC,20530,,
57,956,2014-08-16T06:49:08Z,RES,,49332 Anhalt Parkway,,New York City,NY,10024,,
58,4,2014-07-02T16:30:30Z,MAIL,,8061 Garrison Parkway,,Monroe,LA,71213,,
59,295,2014-02-25T18:29:28Z,MAIL,,6585 Anthes Court,,Garland,TX,75044,,
60,960,2014-03-12T04:15:11Z,MAIL,,33428 Hermina Road,,Lake Worth,FL,33467,,
61,648,2014-06-14T22:57:20Z,MAIL,,5 Sloan Avenue,,Toledo,OH,43656,,
62,563,2014-10-12T23:59:44Z,RES,,547 Dwight Park,,Boulder,CO,80310,,
63,448,2014-06-11T23:53:06Z,MAIL,,42 Mendota Parkway,,Fairbanks,AK,99790,,
64,670,2014-06-14T17:03:35Z,MAIL,,55 Straubel Park,,Washington,DC,20409,,
65,425,2014-02-08T20:33:05Z,RES,,53011 Village Street,,Pasadena,TX,77505,,
66,427,2014-01-26T02:01:39Z,RES,,9849 Columbus Parkway,,San Diego,CA,92186,,
67,554,2014-03-13T18:43:28Z,RES,,4617 Pine View Avenue,,Corpus Christi,TX,78465,,
68,718,2014-08-31T19:11:32Z,MAIL,,07534 Hollow Ridge Alley,,Simi Valley,CA,93094,,
69,142,2014-08-23T22:38:55Z,MAIL,,750 Lotheville Lane,,Charlotte,NC,28220,,
70,825,2014-12-26T21:51:50Z,MAIL,,0236 Fieldstone Place,,Oakland,CA,94611,,
71,455,2014-11-07T09:10:49Z,MAIL,,45 Straubel Parkway,,Kansas City,MO,64109,,
72,879,2014-07-05T18:57:00Z,MAIL,,5 Granby Plaza,,Dallas,TX,75372,,
73,90,2014-09-17T07:10:30Z,RES,,1 Eagan Circle,,Pasadena,TX,77505,,
74,262,2014-08-09T23:46:48Z,MAIL,,0449 School Place,,Jacksonville,FL,32209,,
75,41,2014-07-26T00:51:33Z,MAIL,,96825 Rowland Junction,,Minneapolis,MN,55441,,
76,166,2014-09-28T08:26:43Z,RES,,085 Mandrake Junction,,Birmingham,AL,35254,,
77,315,2014-12-16T01:26:23Z,MAIL,,871 Nevada Parkway,,El Paso,TX,79928,,
78,321,2014-12-20T08:08:48Z,MAIL,,906 Arkansas Crossing,,Flint,MI,48555,,
79,951,2014-03-01T00:05:00Z,MAIL,,95 Delladonna Circle,,Utica,NY,13505,,
80,763,2014-05-31T22:23:44Z,MAIL,,627 Bluestem Hill,,Tucson,AZ,85715,,
81,81,2014-06-03T21:14:18Z,MAIL,,52 Spaight Pass,,New Brunswick,NJ,08922,,
82,383,2014-06-20T04:37:43Z,MAIL,,1 Carberry Drive,,Tallahassee,FL,32399,,
83,238,2014-09-18T22:23:05Z,RES,,36036 Brown Street,,Youngstown,OH,44555,,
84,924,2014-05-01T20:34:57Z,RES,,099 Luster Park,,San Antonio,TX,78235,,
85,536,2014-09-17T10:11:47Z,MAIL,,96 Laurel Junction,,Tacoma,WA,98464,,
86,798,2014-08-27T05:10:55Z,MAIL,,697 La Follette Center,,Salt Lake City,UT,84130,,
87,474,2014-06-24T15:49:17Z,MAIL,,1392 Troy Point,,Bellevue,WA,98008,,
88,472,2014-06-09T22:02:48Z,RES,,6673 Sloan Park,,Bakersfield,CA,93399,,
89,357,2014-03-02T05:47:25Z,RES,,90 Waywood Crossing,,Battle Creek,MI,49018,,
90,526,2014-07-22T20:47:51Z,MAIL,,73 Packers Point,,Marietta,GA,30061,,
91,507,2014-11-16T16:17:50Z,RES,,6245 Moland Court,,Pensacola,FL,32520,,
92,557,2014-03-07T16:23:27Z,RES,,54 David Point,,Roanoke,VA,24020,,
93,731,2014-08-16T16:20:39Z,RES,,9 Arapahoe Crossing,,Atlanta,GA,30328,,
94,548,2014-05-07T20:48:35Z,RES,,56759 Autumn Leaf Trail,,Huntsville,AL,35895,,
95,883,2014-12-18T12:34:23Z,RES,,4065 La Follette Pass,,Riverside,CA,92519,,
96,600,2014-01-29T05:59:01Z,MAIL,,17 Westport Parkway,,Boise,ID,83705,,
97,772,2014-12-08T02:52:35Z,RES,,85393 Reindahl Hill,,Washington,DC,20078,,
98,551,2014-04-13T10:14:24Z,MAIL,,8 Acker Court,,Norfolk,VA,23551,,
99,845,2014-11-24T01:41:35Z,RES,,60773 Logan Drive,,Charlotte,NC,28235,,
100,280,2014-01-17T02:48:43Z,MAIL,,5 Ohio Center,,Evansville,IN,47705,,
101,132,2014-04-23T04:17:18Z,RES,,4 Troy Place,,Washington,DC,20220,,
102,4,2014-11-21T16:16:30Z,RES,,5394 Fordem Plaza,,Fresno,CA,93794,,
103,901,2014-08-22T00:08:00Z,RES,,57 Stang Drive,,Wichita Falls,TX,76310,,
104,781,2014-01-20T11:08:36Z,RES,,93 Muir Alley,,San Rafael,CA,94913,,
105,867,2014-12-11T09:05:19Z,RES,,79 Tomscot Avenue,,Staten Island,NY,10305,,
106,229,2014-01-22T03:43:04Z,MAIL,,422 Village Place,,Rochester,NY,14683,,
107,20,2014-10-03T15:44:10Z,MAIL,,15 Kennedy Trail,,Daytona Beach,FL,32123,,
108,710,2014-09-19T00:03:54Z,MAIL,,9901 Hoard Hill,,San Bernardino,CA,92410,,
109,42,2014-07-22T12:39:02Z,MAIL,,7047 Clyde Gallagher Crossing,,Fargo,ND,58106,,
110,652,2014-02-21T08:42:12Z,RES,,5 Shelley Lane,,Kansas City,MO,64193,,
111,41,2014-02-25T06:10:47Z,RES,,21922 Clemons Way,,New Orleans,LA,70160,,
112,196,2014-01-17T19:31:19Z,RES,,983 American Ash Terrace,,Milwaukee,WI,53210,,
113,790,2015-01-06T00:03:04Z,RES,,67588 Hauk Place,,Elizabeth,NJ,07208,,
114,836,2014-05-30T09:53:02Z,MAIL,,4 Hanson Crossing,,Syracuse,NY,13224,,
115,6,2014-03-25T07:48:29Z,RES,,23 Forster Junction,,Saint Louis,MO,63116,,
116,555,2014-09-13T18:20:00Z,RES,,7391 Butterfield Terrace,,Ogden,UT,84403,,
117,645,2014-10-07T21:53:08Z,MAIL,,9031 Moose Crossing,,Ashburn,VA,22093,,
118,619,2014-09-02T01:08:11Z,MAIL,,60 Burrows Way,,Aurora,CO,80045,,
119,973,2014-02-21T06:48:37Z,MAIL,,93 Montana Street,,New Orleans,LA,70165,,
120,59,2014-03-16T10:24:12Z,MAIL,,34154 Vera Terrace,,Atlanta,GA,30306,,
121,457,2014-12-01T18:45:18Z,MAIL,,3875 Sugar Parkway,,Charleston,WV,25321,,
122,650,2014-08-22T02:17:29Z,MAIL,,491 Iowa Place,,Charlotte,NC,28263,,
123,716,2014-07-01T05:44:22Z,RES,,15155 Fieldstone Plaza,,Atlanta,GA,30336,,
124,408,2014-02-12T02:57:28Z,RES,,98 Jay Circle,,Houston,TX,77266,,
125,376,2014-02-25T10:57:08Z,RES,,60612 Magdeline Street,,Washington,DC,20540,,
126,115,2014-05-23T01:07:43Z,MAIL,,5151 Lake View Pass,,Jamaica,NY,11431,,
127,933,2014-04-22T22:27:26Z,MAIL,,37 Thierer Trail,,San Diego,CA,92170,,
128,293,2014-07-18T10:22:08Z,MAIL,,8502 Dayton Alley,,Tulsa,OK,74184,,
129,491,2014-07-26T12:15:02Z,MAIL,,96293 Old Gate Center,,El Paso,TX,88525,,
130,606,2014-06-16T02:34:39Z,RES,,990 Florence Avenue,,Macon,GA,31210,,
131,469,2014-05-20T18:48:41Z,RES,,948 Milwaukee Crossing,,Toledo,OH,43666,,
132,659,2014-10-14T01:16:47Z,RES,,933 Sunbrook Center,,Raleigh,NC,27626,,
133,318,2014-10-31T00:42:54Z,MAIL,,24 Anniversary Circle,,Fort Myers,FL,33906,,
134,940,2014-03-31T22:56:31Z,RES,,92825 Springs Place,,Tulsa,OK,74103,,
135,310,2014-11-10T02:05:58Z,RES,,829 Scott Crossing,,Bronx,NY,10469,,
136,375,2014-05-09T18:38:24Z,RES,,9 Kinsman Hill,,Sacramento,CA,94237,,
137,889,2014-09-14T16:08:38Z,RES,,45958 New Castle Avenue,,Topeka,KS,66622,,
138,38,2014-06-10T21:34:45Z,MAIL,,71343 Reindahl Plaza,,Columbia,SC,29225,,
139,681,2014-09-16T19:06:34Z,MAIL,,662 Rieder Court,,Winston Salem,NC,27150,,
140,321,2014-06-24T08:56:47Z,MAIL,,44821 Reindahl Hill,,Oceanside,CA,92056,,
141,981,2014-01-21T03:16:45Z,RES,,0587 Browning Drive,,Fresno,CA,93726,,
142,360,2014-07-31T03:51:30Z,MAIL,,6 Briar Crest Parkway,,Tucson,AZ,85715,,
143,822,2014-07-13T17:35:44Z,MAIL,,0556 Dottie Place,,Los Angeles,CA,90030,,
144,452,2014-11-04T13:42:12Z,RES,,67 Del Sol Alley,,Newport Beach,CA,92662,,
145,484,2014-06-20T11:46:56Z,MAIL,,73830 Colorado Lane,,Washington,DC,20414,,
146,919,2014-03-13T14:58:15Z,RES,,278 Sunfield Pass,,South Bend,IN,46620,,
147,837,2014-10-16T06:28:46Z,MAIL,,36 Graceland Parkway,,Providence,RI,02912,,
148,102,2014-10-23T11:27:59Z,MAIL,,01 Forster Road,,Montgomery,AL,36125,,
149,502,2014-03-19T05:23:50Z,MAIL,,05211 Golf Course Crossing,,Young America,MN,55557,,
150,923,2014-03-20T17:49:25Z,MAIL,,4 Chinook Junction,,Norfolk,VA,23509,,
151,761,2015-01-11T06:07:34Z,RES,,842 Lerdahl Street,,Lincoln,NE,68583,,
152,924,2014-05-28T16:48:55Z,RES,,6357 Armistice Parkway,,Durham,NC,27710,,
153,405,2014-09-12T10:35:11Z,RES,,1 Tennessee Terrace,,San Angelo,TX,76905,,
154,149,2014-03-15T22:02:56Z,RES,,25 Nobel Center,,Saint Louis,MO,63126,,
155,93,2014-05-16T22:19:29Z,RES,,9612 Coleman Center,,Whittier,CA,90610,,
156,643,2014-08-10T03:40:24Z,MAIL,,2 8th Center,,Springfield,MA,01105,,
157,801,2014-06-10T07:02:01Z,MAIL,,43638 Cambridge Pass,,Evansville,IN,47747,,
158,840,2014-02-10T18:51:40Z,RES,,264 Darwin Drive,,Philadelphia,PA,19191,,
159,192,2014-01-22T04:05:03Z,RES,,556 Kedzie Terrace,,Jamaica,NY,11436,,
160,532,2014-06-18T11:54:43Z,RES,,30 Ridgeview Circle,,Eugene,OR,97405,,
161,510,2014-05-10T09:08:10Z,RES,,0751 Lake View Parkway,,Saint Petersburg,FL,33705,,
162,23,2014-02-10T22:57:13Z,RES,,0 Kinsman Plaza,,Tulsa,OK,74170,,
163,434,2014-10-15T02:30:56Z,RES,,91649 Toban Terrace,,Nashville,TN,37235,,
164,399,2014-08-25T09:49:34Z,MAIL,,18382 Burning Wood Trail,,Fort Lauderdale,FL,33336,,
165,942,2014-08-28T16:21:24Z,RES,,33597 Hooker Avenue,,Honolulu,HI,96850,,
166,192,2014-06-13T18:52:00Z,RES,,29 Blaine Junction,,Baltimore,MD,21290,,
167,134,2014-06-24T00:50:34Z,RES,,43539 Clove Avenue,,Boston,MA,02208,,
168,21,2014-06-01T01:50:43Z,MAIL,,581 Sachtjen Place,,Orlando,FL,32891,,
169,782,2014-02-14T16:39:50Z,MAIL,,27 6th Circle,,Cincinnati,OH,45264,,
170,632,2014-04-18T03:38:21Z,RES,,70976 New Castle Street,,Santa Monica,CA,90405,,
171,78,2014-12-31T15:59:56Z,RES,,4878 Becker Street,,San Diego,CA,92186,,
172,51,2014-10-22T05:56:07Z,MAIL,,3025 Bobwhite Way,,Corona,CA,92878,,
173,496,2014-03-19T22:55:27Z,MAIL,,62758 Muir Center,,Fairbanks,AK,99709,,
174,601,2014-05-03T01:45:12Z,RES,,5 Michigan Way,,Milwaukee,WI,53277,,
175,87,2014-03-06T08:02:32Z,MAIL,,0 Orin Hill,,Midland,TX,79705,,
176,264,2014-08-12T18:22:34Z,MAIL,,7135 Fallview Street,,Erie,PA,16534,,
177,726,2014-09-27T12:32:33Z,MAIL,,964 Sunbrook Circle,,Alexandria,VA,22309,,
178,448,2014-05-16T16:20:12Z,RES,,16616 Milwaukee Road,,Roanoke,VA,24014,,
179,922,2014-06-22T04:53:24Z,RES,,90073 Butterfield Terrace,,Pensacola,FL,32590,,
180,649,2014-02-02T20:15:08Z,RES,,8 Oak Valley Alley,,Greenville,SC,29605,,
181,433,2014-11-20T09:51:40Z,MAIL,,2 Express Court,,Columbia,SC,29240,,
182,784,2014-08-02T20:57:42Z,MAIL,,3 John Wall Alley,,Lehigh Acres,FL,33972,,
183,180,2014-10-18T08:18:36Z,RES,,786 Derek Avenue,,Peoria,AZ,85383,,
184,183,2014-03-18T12:32:52Z,MAIL,,46119 Green Circle,,Peoria,IL,61605,,
185,106,2014-05-31T13:08:41Z,MAIL,,2 Washington Crossing,,Los Angeles,CA,90035,,
186,964,2014-11-03T18:09:46Z,MAIL,,495 Jackson Drive,,Amarillo,TX,79116,,
187,878,2014-08-18T03:44:41Z,RES,,9 Oak Valley Road,,Madison,WI,53705,,
188,949,2014-06-06T11:58:21Z,RES,,6 Novick Alley,,Canton,OH,44710,,
189,594,2014-12-17T23:08:10Z,MAIL,,7731 Talisman Court,,Reston,VA,20195,,
190,366,2014-12-07T07:54:50Z,RES,,4271 Myrtle Circle,,Atlanta,GA,31106,,
191,649,2014-01-26T08:41:27Z,RES,,180 Quincy Pass,,Cleveland,OH,44185,,
192,429,2014-03-03T03:10:36Z,RES,,51 Comanche Drive,,Los Angeles,CA,90025,,
193,624,2014-08-29T03:53:05Z,RES,,053 Claremont Pass,,Monticello,MN,55585,,
194,814,2014-04-13T14:26:12Z,RES,,127 Lerdahl Court,,Saint Louis,MO,63131,,
195,727,2014-05-28T09:48:34Z,MAIL,,66 Moland Parkway,,Reading,PA,19610,,
196,419,2014-02-05T17:52:31Z,RES,,545 Crest Line Road,,Naperville,IL,60567,,
197,107,2014-03-02T09:55:54Z,RES,,93305 Farmco Lane,,Trenton,NJ,08603,,
198,321,2014-08-08T04:56:09Z,RES,,4745 Emmet Plaza,,Anaheim,CA,92825,,
199,344,2014-03-20T06:49:49Z,RES,,3 Magdeline Road,,Richmond,VA,23203,,
200,101,2014-08-21T23:42:53Z,MAIL,,77 Badeau Place,,Phoenix,AZ,85077,,
201,473,2014-10-12T01:51:22Z,MAIL,,3265 Northport Crossing,,Birmingham,AL,35242,,
202,268,2014-10-30T10:49:03Z,RES,,11 Nevada Trail,,Spokane,WA,99260,,
203,642,2014-12-16T05:06:09Z,RES,,4921 Clyde Gallagher Junction,,Houston,TX,77271,,
204,309,2014-07-01T12:20:11Z,RES,,378 Kinsman Road,,New Castle,PA,16107,,
205,385,2014-09-15T18:11:29Z,RES,,6432 Farwell Park,,Phoenix,AZ,85099,,
206,539,2014-05-29T21:57:08Z,RES,,7 Meadow Vale Way,,Dallas,TX,75387,,
207,114,2014-03-21T14:39:06Z,RES,,7167 Pankratz Alley,,Whittier,CA,90605,,
208,672,2014-08-23T22:44:50Z,MAIL,,79 Debs Pass,,Milwaukee,WI,53263,,
209,236,2014-05-28T21:16:13Z,RES,,53 Twin Pines Alley,,Atlanta,GA,30343,,
210,734,2014-08-26T04:07:48Z,MAIL,,4 La Follette Hill,,Pittsburgh,PA,15266,,
211,475,2014-02-02T21:24:25Z,RES,,96 Armistice Trail,,Baltimore,MD,21282,,
212,347,2014-07-31T23:41:57Z,RES,,0 Warner Park,,Erie,PA,16550,,
213,14,2014-05-29T08:46:24Z,RES,,8886 Vera Place,,Corpus Christi,TX,78470,,
214,437,2014-02-10T13:09:39Z,MAIL,,1 Rusk Road,,Fort Worth,TX,76105,,
215,314,2014-04-02T10:13:59Z,RES,,5262 Cody Alley,,Washington,DC,20238,,
216,782,2014-07-15T20:59:38Z,MAIL,,5 Jana Way,,Reno,NV,89505,,
217,272,2014-09-05T19:14:32Z,MAIL,,9630 Mendota Pass,,Miami,FL,33142,,
218,475,2014-03-06T15:11:11Z,RES,,47238 Grasskamp Pass,,Charleston,WV,25326,,
219,605,2014-01-17T08:26:46Z,RES,,8 Fremont Trail,,Tuscaloosa,AL,35487,,
220,808,2014-10-06T03:23:54Z,RES,,12 Milwaukee Parkway,,El Paso,TX,79934,,
221,405,2014-12-14T19:18:05Z,MAIL,,4 Butterfield Avenue,,Louisville,KY,40287,,
222,607,2014-04-30T14:10:17Z,MAIL,,767 Granby Center,,Shawnee Mission,KS,66276,,
223,898,2014-04-21T11:16:15Z,MAIL,,97383 Everett Crossing,,Los Angeles,CA,90189,,
224,225,2014-10-22T06:06:23Z,MAIL,,838 Pond Trail,,Farmington,MI,48335,,
225,124,2014-04-12T05:12:04Z,MAIL,,307 Algoma Junction,,Maple Plain,MN,55572,,
226,867,2014-03-15T05:29:16Z,RES,,7640 Corscot Hill,,Pasadena,CA,91117,,
227,523,2014-10-14T15:49:20Z,RES,,50195 Prentice Junction,,Orlando,FL,32803,,
228,288,2014-12-03T04:54:56Z,RES,,73 Pleasure Terrace,,Fort Worth,TX,76105,,
229,206,2014-03-19T05:40:04Z,RES,,01565 Meadow Ridge Parkway,,Beaumont,TX,77713,,
230,442,2014-09-02T06:19:18Z,RES,,53 Northview Lane,,San Jose,CA,95155,,
231,417,2014-02-14T03:27:03Z,RES,,79915 Brickson Park Lane,,Brooklyn,NY,11254,,
232,413,2014-12-16T19:26:40Z,RES,,76 Valley Edge Center,,Philadelphia,PA,19178,,
233,123,2014-11-14T18:22:44Z,RES,,303 Lake View Crossing,,Amarillo,TX,79159,,
234,137,2014-08-03T16:02:52Z,RES,,304 Chive Terrace,,Dallas,TX,75231,,
235,418,2014-11-04T14:41:40Z,RES,,61 Katie Trail,,Augusta,GA,30905,,
236,57,2014-07-11T18:26:52Z,RES,,668 Parkside Parkway,,San Diego,CA,92105,,
237,606,2014-08-28T11:49:39Z,MAIL,,8 Mayfield Road,,Los Angeles,CA,90055,,
238,180,2014-08-31T15:41:14Z,MAIL,,9 Eagan Street,,Roanoke,VA,24004,,
239,141,2014-07-18T07:59:32Z,RES,,4 Meadow Valley Hill,,Katy,TX,77493,,
240,494,2014-12-19T15:03:35Z,RES,,611 Bobwhite Park,,Orlando,FL,32813,,
241,839,2014-10-01T22:11:49Z,MAIL,,9 Glendale Junction,,San Bernardino,CA,92415,,
242,998,2014-11-19T23:30:39Z,RES,,1593 Northfield Place,,San Francisco,CA,94116,,
243,212,2014-07-18T05:23:43Z,RES,,7 Karstens Pass,,Arlington,VA,22217,,
244,27,2014-09-16T07:39:40Z,RES,,21769 Reinke Alley,,San Antonio,TX,78240,,
245,695,2014-06-14T16:40:57Z,MAIL,,634 Fairfield Court,,Hot Springs National Park,AR,71914,,
246,923,2014-07-03T01:35:29Z,MAIL,,4 Knutson Avenue,,Chicago,IL,60646,,
247,290,2014-11-14T23:51:15Z,RES,,66 Hintze Alley,,Springfield,IL,62764,,
248,717,2014-05-10T17:55:54Z,MAIL,,68 Pierstorff Avenue,,San Francisco,CA,94132,,
249,167,2014-01-19T21:56:42Z,MAIL,,2 Straubel Avenue,,Sioux Falls,SD,57105,,
250,545,2014-03-31T15:14:35Z,MAIL,,3080 Elgar Trail,,Oklahoma City,OK,73179,,
251,274,2014-03-15T16:35:47Z,MAIL,,85 Hoepker Junction,,San Antonio,TX,78210,,
252,891,2014-09-22T15:16:55Z,MAIL,,9 Valley Edge Avenue,,Pittsburgh,PA,15255,,
253,598,2014-12-06T19:15:13Z,MAIL,,38873 Village Way,,Huntsville,AL,35815,,
254,414,2014-12-01T11:50:38Z,RES,,2 Melvin Plaza,,Atlanta,GA,30336,,
255,403,2014-12-11T17:09:24Z,MAIL,,8328 Grasskamp Drive,,El Paso,TX,79999,,
256,640,2014-12-02T20:11:15Z,MAIL,,1559 Superior Park,,Torrance,CA,90505,,
257,133,2014-04-19T10:28:05Z,MAIL,,705 Anderson Lane,,Shawnee Mission,KS,66210,,
258,249,2014-08-10T16:23:49Z,RES,,1 Lighthouse Bay Junction,,Buffalo,NY,14276,,
259,562,2014-01-30T01:17:13Z,RES,,95014 Packers Road,,New York City,NY,10270,,
260,62,2014-07-23T09:25:43Z,RES,,17 7th Drive,,Phoenix,AZ,85010,,
261,865,2014-03-22T00:34:03Z,MAIL,,3 Carioca Trail,,Memphis,TN,38181,,
262,978,2014-03-07T05:28:39Z,RES,,512 Paget Center,,Cincinnati,OH,45254,,
263,189,2014-10-18T12:49:54Z,RES,,185 Merrick Lane,,Gaithersburg,MD,20883,,
264,622,2014-08-19T01:48:57Z,MAIL,,09459 Roth Crossing,,London,KY,40745,,
265,184,2014-03-03T20:10:16Z,RES,,65 Hooker Hill,,Montpelier,VT,05609,,
266,928,2014-07-05T02:16:26Z,MAIL,,0373 Manufacturers Junction,,Grand Rapids,MI,49505,,
267,200,2014-05-12T21:02:39Z,RES,,685 Morrow Crossing,,Mobile,AL,36689,,
268,21,2014-06-30T04:21:35Z,MAIL,,98 American Court,,Pasadena,CA,91117,,
269,464,2014-08-31T22:14:41Z,RES,,279 Luster Terrace,,El Paso,TX,88514,,
270,42,2014-09-11T19:45:45Z,MAIL,,8073 Dwight Pass,,San Antonio,TX,78240,,
271,142,2014-05-01T22:00:08Z,RES,,18 Florence Way,,Baton Rouge,LA,70883,,
272,544,2014-05-20T01:26:42Z,RES,,729 Novick Drive,,Baltimore,MD,21203,,
273,680,2014-12-22T02:13:48Z,RES,,585 Lakeland Hill,,Phoenix,AZ,85072,,
274,813,2014-12-07T06:35:22Z,RES,,3510 Goodland Terrace,,Indianapolis,IN,46226,,
275,202,2014-07-08T19:38:11Z,RES,,98 Paget Place,,Anchorage,AK,99517,,
276,828,2014-06-16T22:06:42Z,RES,,52 Mockingbird Circle,,Shawnee Mission,KS,66225,,
277,785,2014-07-16T06:26:33Z,MAIL,,65442 Raven Road,,Dallas,TX,75260,,
278,127,2014-09-13T04:48:44Z,MAIL,,568 Northport Hill,,Pensacola,FL,32511,,
279,448,2014-09-25T11:47:04Z,MAIL,,31473 Village Green Hill,,Anchorage,AK,99522,,
